;department;year;yield;area;production
5590;Ille_et_Vilaine;2016;6.58;24070.0;158380.6
5591;Ille_et_Vilaine;2017;7.24;21980.0;159135.2
5592;Ille_et_Vilaine;2018;6.38;18800.0;119944.0
5675;Indre;1982;3.4931;58000.0;202600.0
5676;Indre;1983;3.52863;48000.0;169374.2
5677;Indre;1984;4.87981;40000.0;195192.6
5678;Indre;1985;4.28021;48000.0;205450.0
5679;Indre;1986;4.01635;37000.0;148605.0
5680;Indre;1987;5.34706;34000.0;181800.0
5681;Indre;1988;5.09943;35200.0;179500.0
5682;Indre;1989;5.44444;36000.0;196000.0
5683;Indre;1990;4.95455;33000.0;163500.0
5684;Indre;1991;6.21166;32600.0;202500.0
5685;Indre;1992;5.94769;32500.0;193300.0
5686;Indre;1993;5.46452;31000.0;169400.0
5687;Indre;1994;5.51176;25500.0;140550.0
5688;Indre;1995;5.16271;29500.0;152300.0
5689;Indre;1996;5.96;37500.0;223500.0
5690;Indre;1997;5.58421;47500.0;265250.0
5691;Indre;1998;6.37209;43000.0;274000.0
5692;Indre;1999;6.14;37500.0;230250.0
5693;Indre;2000;6.33924;39500.0;250400.0
5694;Indre;2001;5.66911;43938.0;249089.4
5695;Indre;2002;6.69012;42893.0;286959.2
5696;Indre;2003;;43572.0;219954.2
5697;Indre;2004;6.46163;40345.0;260694.5
5698;Indre;2005;6.4909;40810.0;264893.6
5699;Indre;2006;6.65126;43308.0;288052.6
5700;Indre;2007;5.52887;42196.0;233296.2
5701;Indre;2008;6.22446;46653.0;290389.9
5702;Indre;2009;6.4967;50630.0;328928.1
5703;Indre;2010;6.22627;41122.0;256036.6
5704;Indre;2011;5.53668;39800.0;220360.0
5705;Indre;2012;6.61628;43000.0;284500.0
5706;Indre;2013;5.60769;45500.0;255150.0
5707;Indre;2014;6.4;51170.0;328856.0
5708;Indre;2015;6.6;51945.0;343291.5
5709;Indre;2016;;52760.0;245334.0
5710;Indre;2017;6.15;51340.0;315741.0
5711;Indre;2018;6.19;48420.0;299719.8
5794;Indre_et_Loire;1982;2.82101;43000.0;121303.5
5795;Indre_et_Loire;1983;2.83202;35000.0;99120.8
5796;Indre_et_Loire;1984;4.908;25000.0;122700.0
5797;Indre_et_Loire;1985;4.24138;29000.0;123000.0
5798;Indre_et_Loire;1986;3.8;18000.0;68400.0
5799;Indre_et_Loire;1987;5.14516;15500.0;79750.0
5800;Indre_et_Loire;1988;5.01372;17000.0;85233.2
5801;Indre_et_Loire;1989;4.88889;18000.0;88000.0
5802;Indre_et_Loire;1990;4.75974;15400.0;73300.0
5803;Indre_et_Loire;1991;5.88217;15700.0;92350.0
5804;Indre_et_Loire;1992;5.35455;22000.0;117800.0
5805;Indre_et_Loire;1993;5.35107;16350.0;87490.0
5806;Indre_et_Loire;1994;5.50625;16000.0;88100.0
5807;Indre_et_Loire;1995;4.75312;16000.0;76050.0
5808;Indre_et_Loire;1996;5.53415;20500.0;113450.0
5809;Indre_et_Loire;1997;5.66429;28000.0;158600.0
5810;Indre_et_Loire;1998;5.668;25000.0;141700.0
5811;Indre_et_Loire;1999;5.56667;21000.0;116900.0
5812;Indre_et_Loire;2000;6.03514;22200.0;133980.0
5813;Indre_et_Loire;2001;4.99009;26793.0;133699.5
5814;Indre_et_Loire;2002;6.48617;23698.0;153709.2
5815;Indre_et_Loire;2003;5.29382;24396.0;129148.1
5816;Indre_et_Loire;2004;6.16251;22278.0;137288.4
5817;Indre_et_Loire;2005;6.20412;23017.0;142800.2
5818;Indre_et_Loire;2006;6.11534;24411.0;149281.5
5819;Indre_et_Loire;2007;5.20848;24750.0;128910.0
5820;Indre_et_Loire;2008;6.48199;23915.0;155016.7
5821;Indre_et_Loire;2009;6.30291;26836.0;169145.0
5822;Indre_et_Loire;2010;5.70158;20247.0;115439.8
5823;Indre_et_Loire;2011;5.51915;18800.0;103760.0
5824;Indre_et_Loire;2012;6.70488;20500.0;137450.0
5825;Indre_et_Loire;2013;6.02093;21500.0;129450.0
5826;Indre_et_Loire;2014;6.6;27010.0;177167.0
5827;Indre_et_Loire;2015;6.6;26756.0;176140.4
5828;Indre_et_Loire;2016;5.15;30280.0;155942.0
5829;Indre_et_Loire;2017;6.29;27990.0;176057.1
5830;Indre_et_Loire;2018;5.77;23950.0;138191.5
5913;Isere;1982;4.03428;17210.0;69430.0
5914;Isere;1983;3.18431;17715.0;56410.0
5915;Isere;1984;4.59606;15720.0;72250.0
5916;Isere;1985;4.05882;17000.0;69000.0
5917;Isere;1986;3.13916;16240.0;50980.0
5918;Isere;1987;4.77748;14740.0;70420.0
5919;Isere;1988;3.97709;12220.0;48600.0
5920;Isere;1989;4.83333;12000.0;58000.0
5921;Isere;1990;4.35496;12943.0;56366.3
5922;Isere;1991;4.56816;12888.0;58874.4
5923;Isere;1992;4.91574;11293.0;55513.4
5924;Isere;1993;4.75445;9902.0;47078.6
5925;Isere;1994;4.72757;9531.0;45058.5
5926;Isere;1995;5.34961;9603.0;51372.3
5927;Isere;1996;5.35402;10635.0;56940.0
5928;Isere;1997;5.05002;10588.0;53469.6
5929;Isere;1998;5.7512;10543.0;60634.9
5930;Isere;1999;5.01053;9500.0;47600.0
5931;Isere;2000;5.52727;9900.0;54720.0
5932;Isere;2001;4.80126;10021.0;48113.4
5933;Isere;2002;5.87013;10042.0;58947.8
5934;Isere;2003;4.35384;10512.0;45767.6
5935;Isere;2004;5.9438;10387.0;61738.2
5936;Isere;2005;5.14201;11844.0;60902.0
5937;Isere;2006;5.4526;12193.0;66483.5
5938;Isere;2007;5.14061;12922.0;66427.0
5939;Isere;2008;5.85855;12584.0;73724.0
5940;Isere;2009;5.47807;13273.0;72710.4
5941;Isere;2010;5.51595;11076.0;61094.7
5942;Isere;2011;;9700.0;41490.0
5943;Isere;2012;5.99741;9650.0;57875.0
5944;Isere;2013;5.4205;10000.0;54205.0
5945;Isere;2014;5.5;9720.0;53347.0
5946;Isere;2015;5.6;10040.0;56286.0
5947;Isere;2016;5.73;10895.0;62428.35
5948;Isere;2017;6.09;10610.0;64614.9
5949;Isere;2018;5.61;9600.0;53856.0
6032;Jura;1982;3.85455;16500.0;63600.0
6033;Jura;1983;;14200.0;21240.0
6034;Jura;1984;5.33929;14000.0;74750.0
6035;Jura;1985;4.3707;15700.0;68620.0
6036;Jura;1986;2.84444;13500.0;38400.0
6037;Jura;1987;3.96102;11800.0;46740.0
6038;Jura;1988;3.7914;11750.0;44549.0
6039;Jura;1989;5.03729;11800.0;59440.0
6040;Jura;1990;4.9356;10661.0;52618.4
6041;Jura;1991;5.69552;10399.0;59227.7
6042;Jura;1992;5.4239;9855.0;53452.5
6043;Jura;1993;5.15437;11464.0;59089.7
6044;Jura;1994;4.74335;9850.0;46722.0
6045;Jura;1995;4.77218;9257.0;44176.1
6046;Jura;1996;5.75005;10120.0;58190.5
6047;Jura;1997;5.4297;10424.0;56599.2
6048;Jura;1998;5.86604;10198.0;59821.9
6049;Jura;1999;4.6049;9695.0;44644.5
6050;Jura;2000;5.57032;9463.0;52711.9
6051;Jura;2001;4.56985;9294.0;42472.2
6052;Jura;2002;6.06474;9493.0;57572.6
6053;Jura;2003;5.26315;9660.0;50842.0
6054;Jura;2004;6.41756;9672.0;62070.6
6055;Jura;2005;5.63712;9322.0;52549.2
6056;Jura;2006;5.69855;9173.0;52272.8
6057;Jura;2007;5.02699;9192.0;46208.1
6058;Jura;2008;5.3431;9353.0;49974.0
6059;Jura;2009;6.46812;9033.0;58426.5
6060;Jura;2010;6.39443;8148.0;52101.8
6061;Jura;2011;5.56893;8240.0;45888.0
6062;Jura;2012;5.75644;8770.0;50484.0
6063;Jura;2013;5.38235;7650.0;41175.0
6064;Jura;2014;6.6;7710.0;51158.0
6065;Jura;2015;6.4;8025.0;51421.0
6066;Jura;2016;4.83;8465.0;40885.95
6067;Jura;2017;6.27;8420.0;52793.4
6068;Jura;2018;5.78;8200.0;47396.0
6151;Landes;1982;2.82692;2600.0;7350.0
6152;Landes;1983;3.18966;2900.0;9250.0
6153;Landes;1984;3.71667;3000.0;11150.0
6154;Landes;1985;3.525;2800.0;9870.0
6155;Landes;1986;3.24783;2300.0;7470.0
6156;Landes;1987;4.12;2000.0;8240.0
6157;Landes;1988;2.8;1200.0;3360.0
6158;Landes;1989;4.59091;1100.0;5050.0
6159;Landes;1990;4.40667;1500.0;6610.0
6160;Landes;1991;5.5;1000.0;5500.0
6161;Landes;1992;4.56;1000.0;4560.0
6162;Landes;1993;4.27778;900.0;3850.0
6163;Landes;1994;4.11429;700.0;2880.0
6164;Landes;1995;3.98571;700.0;2790.0
6165;Landes;1996;5.0;600.0;3000.0
6166;Landes;1997;4.43636;550.0;2440.0
6167;Landes;1998;5.25806;620.0;3260.0
6168;Landes;1999;4.4;500.0;2200.0
6169;Landes;2000;4.86667;300.0;1460.0
6170;Landes;2001;4.33607;305.0;1322.5
6171;Landes;2002;5.03935;310.0;1562.2
6172;Landes;2003;4.35447;347.0;1511.0
6173;Landes;2004;5.19015;325.0;1686.8
6174;Landes;2005;4.49926;540.0;2429.6
6175;Landes;2006;5.08141;764.0;3882.2
6176;Landes;2007;4.36978;556.0;2429.6
6177;Landes;2008;4.63289;532.0;2464.7
6178;Landes;2009;4.47143;574.0;2566.6
6179;Landes;2010;4.7;480.0;2256.0
6180;Landes;2011;4.84286;350.0;1695.0
6181;Landes;2012;5.96667;720.0;4296.0
6182;Landes;2013;5.79835;605.0;3508.0
6183;Landes;2014;5.7;800.0;4590.0
6184;Landes;2015;5.7;1414.0;8048.6
6185;Landes;2016;5.9;1230.0;7257.0
6186;Landes;2017;5.78;965.0;5577.7
6187;Landes;2018;4.5;820.0;3690.0
6270;Loir_et_Cher;1982;4.2982;27824.0;119593.0
6271;Loir_et_Cher;1983;3.99474;19000.0;75900.0
6272;Loir_et_Cher;1984;5.32143;14000.0;74500.0
6273;Loir_et_Cher;1985;4.21875;16000.0;67500.0
6274;Loir_et_Cher;1986;4.2;12000.0;50400.0
6275;Loir_et_Cher;1987;5.43333;9000.0;48900.0
6276;Loir_et_Cher;1988;5.5125;11200.0;61740.0
6277;Loir_et_Cher;1989;5.5;14000.0;77000.0
6278;Loir_et_Cher;1990;5.5;14000.0;77000.0
6279;Loir_et_Cher;1991;6.50294;17000.0;110550.0
6280;Loir_et_Cher;1992;5.60952;21000.0;117800.0
6281;Loir_et_Cher;1993;5.80672;25300.0;146910.0
6282;Loir_et_Cher;1994;5.85882;17000.0;99600.0
6283;Loir_et_Cher;1995;5.08947;19000.0;96700.0
6284;Loir_et_Cher;1996;5.85306;24500.0;143400.0
6285;Loir_et_Cher;1997;6.27018;28500.0;178700.0
6286;Loir_et_Cher;1998;6.63478;23000.0;152600.0
6287;Loir_et_Cher;1999;6.57106;23500.0;154420.0
6288;Loir_et_Cher;2000;6.455;24000.0;154920.0
6289;Loir_et_Cher;2001;5.49556;31852.0;175044.6
6290;Loir_et_Cher;2002;7.24686;26746.0;193824.6
6291;Loir_et_Cher;2003;5.63178;24734.0;139296.4
6292;Loir_et_Cher;2004;6.87822;20329.0;139827.4
6293;Loir_et_Cher;2005;7.15517;19143.0;136971.5
6294;Loir_et_Cher;2006;6.35025;22204.0;141001.0
6295;Loir_et_Cher;2007;6.1721;25293.0;156111.0
6296;Loir_et_Cher;2008;7.26995;31211.0;226902.3
6297;Loir_et_Cher;2009;6.87276;29900.0;205495.6
6298;Loir_et_Cher;2010;6.17811;20145.0;124458.0
6299;Loir_et_Cher;2011;6.0;20100.0;120600.0
6300;Loir_et_Cher;2012;7.45682;22000.0;164050.0
6301;Loir_et_Cher;2013;6.64141;22700.0;150760.0
6302;Loir_et_Cher;2014;6.8;27060.0;185020.0
6303;Loir_et_Cher;2015;7.1;26682.0;190146.0
6304;Loir_et_Cher;2016;;28155.0;145842.9
6305;Loir_et_Cher;2017;6.68;27225.0;181863.0
6306;Loir_et_Cher;2018;6.52;25610.0;166977.2
6389;Loire;1982;3.13636;11000.0;34500.0
6390;Loire;1983;2.25773;9700.0;21900.0
6391;Loire;1984;4.12198;9100.0;37510.0
6392;Loire;1985;3.71053;9500.0;35250.0
6393;Loire;1986;2.71765;8500.0;23100.0
6394;Loire;1987;4.2375;8000.0;33900.0
6395;Loire;1988;3.96667;7500.0;29750.0
6396;Loire;1989;3.8;7500.0;28500.0
6397;Loire;1990;3.77647;8500.0;32100.0
6398;Loire;1991;4.02222;9000.0;36200.0
6399;Loire;1992;3.93333;9000.0;35400.0
6400;Loire;1993;4.0;8500.0;34000.0
6401;Loire;1994;4.14062;6400.0;26500.0
6402;Loire;1995;4.0;7700.0;30800.0
6403;Loire;1996;5.0;8000.0;40000.0
6404;Loire;1997;3.94615;7800.0;30780.0
6405;Loire;1998;4.98718;7800.0;38900.0
6406;Loire;1999;5.38571;7000.0;37700.0
6407;Loire;2000;5.74754;6100.0;35060.0
6408;Loire;2001;4.98278;6012.0;29956.5
6409;Loire;2002;5.6;6032.0;33779.2
6410;Loire;2003;;6068.0;26202.4
6411;Loire;2004;5.74463;5590.0;32112.5
6412;Loire;2005;5.43948;5684.0;30918.0
6413;Loire;2006;5.56443;5882.0;32730.0
6414;Loire;2007;5.80151;5713.0;33144.0
6415;Loire;2008;5.76486;5601.0;32289.0
6416;Loire;2009;4.86281;6313.0;30698.9
6417;Loire;2010;5.38224;5180.0;27880.0
6418;Loire;2011;;5200.0;19320.0
6419;Loire;2012;5.41;5000.0;27050.0
6420;Loire;2013;5.01875;4800.0;24090.0
6421;Loire;2014;5.6;5190.0;29097.0
6422;Loire;2015;5.5;5945.0;32703.0
6423;Loire;2016;5.96;6060.0;36117.6
6424;Loire;2017;5.95;6190.0;36830.5
6425;Loire;2018;4.96;6015.0;29834.4
6508;Loire_Atlantique;1982;2.40614;11523.0;27726.0
6509;Loire_Atlantique;1983;3.72066;6161.0;22923.0
6510;Loire_Atlantique;1984;4.20663;8537.0;35912.0
6511;Loire_Atlantique;1985;4.275;10000.0;42750.0
6512;Loire_Atlantique;1986;4.32238;8065.0;34860.0
6513;Loire_Atlantique;1987;4.43618;9817.0;43550.0
6514;Loire_Atlantique;1988;4.11617;8350.0;34370.0
6515;Loire_Atlantique;1989;4.4;7500.0;33000.0
6516;Loire_Atlantique;1990;;7000.0;22700.0
6517;Loire_Atlantique;1991;4.99048;6300.0;31440.0
6518;Loire_Atlantique;1992;5.73548;6200.0;35560.0
6519;Loire_Atlantique;1993;4.56667;6000.0;27400.0
6520;Loire_Atlantique;1994;4.95238;4200.0;20800.0
6521;Loire_Atlantique;1995;4.42;5000.0;22100.0
6522;Loire_Atlantique;1996;5.692;5000.0;28460.0
6523;Loire_Atlantique;1997;5.32143;5600.0;29800.0
6524;Loire_Atlantique;1998;5.03333;5100.0;25670.0
6525;Loire_Atlantique;1999;4.96512;4300.0;21350.0
6526;Loire_Atlantique;2000;4.92308;6500.0;32000.0
6527;Loire_Atlantique;2001;;10000.0;32000.0
6528;Loire_Atlantique;2002;6.05517;5800.0;35120.0
6529;Loire_Atlantique;2003;5.0411;7300.0;36800.0
6530;Loire_Atlantique;2004;5.93103;5800.0;34400.0
6531;Loire_Atlantique;2005;6.28462;6500.0;40850.0
6532;Loire_Atlantique;2006;6.27772;7360.0;46204.0
6533;Loire_Atlantique;2007;4.32701;6850.0;29640.0
6534;Loire_Atlantique;2008;6.18808;7157.0;44288.1
6535;Loire_Atlantique;2009;6.76453;8740.0;59122.0
6536;Loire_Atlantique;2010;5.86225;6946.0;40719.2
6537;Loire_Atlantique;2011;5.34965;5640.0;30172.0
6538;Loire_Atlantique;2012;6.84592;6058.0;41472.6
6539;Loire_Atlantique;2013;5.90235;7660.0;45212.0
6540;Loire_Atlantique;2014;6.6;9515.0;62960.0
6541;Loire_Atlantique;2015;6.7;11309.0;75238.0
6542;Loire_Atlantique;2016;5.94;13325.0;79150.5
6543;Loire_Atlantique;2017;6.35;12353.0;78441.55
6544;Loire_Atlantique;2018;6.1;11373.0;69375.3
6627;Loiret;1982;4.66441;59000.0;275200.0
6628;Loiret;1983;4.10364;55000.0;225700.0
6629;Loiret;1984;5.9;50000.0;295000.0
6630;Loiret;1985;5.16207;58000.0;299400.0
6631;Loiret;1986;5.01124;44500.0;223000.0
6632;Loiret;1987;5.78082;36500.0;211000.0
6633;Loiret;1988;5.60465;43000.0;241000.0
6634;Loiret;1989;5.47619;42000.0;230000.0
6635;Loiret;1990;5.55263;38000.0;211000.0
6636;Loiret;1991;6.3625;40000.0;254500.0
6637;Loiret;1992;5.17143;42000.0;217200.0
6638;Loiret;1993;5.87179;39000.0;229000.0
6639;Loiret;1994;5.57538;32500.0;181200.0
6640;Loiret;1995;5.22609;34500.0;180300.0
6641;Loiret;1996;5.6;41000.0;229600.0
6642;Loiret;1997;6.13913;46000.0;282400.0
6643;Loiret;1998;6.53412;42500.0;277700.0
6644;Loiret;1999;6.23095;42000.0;261700.0
6645;Loiret;2000;6.2;43800.0;271560.0
6646;Loiret;2001;5.81256;47989.0;278938.8
6647;Loiret;2002;6.83533;49476.0;338185.0
6648;Loiret;2003;5.71642;61968.0;354235.2
6649;Loiret;2004;6.9;53956.0;372296.4
6650;Loiret;2005;6.39597;53443.0;341820.0
6651;Loiret;2006;6.27384;53623.0;336422.3
6652;Loiret;2007;5.9637;60396.0;360183.7
6653;Loiret;2008;7.18347;70255.0;504674.5
6654;Loiret;2009;7.06688;69333.0;489968.2
6655;Loiret;2010;6.18018;53361.0;329780.7
6656;Loiret;2011;6.13624;57400.0;352220.0
6657;Loiret;2012;7.62542;59000.0;449900.0
6658;Loiret;2013;6.83952;62000.0;424050.0
6659;Loiret;2014;6.6;62490.0;413302.5
6660;Loiret;2015;6.9;65996.0;457570.0
6661;Loiret;2016;;66720.0;330264.0
6662;Loiret;2017;6.55;70100.0;459155.0
6663;Loiret;2018;6.62;68490.0;453403.8
6746;Lot;1982;;17500.0;41352.9
6747;Lot;1983;3.15747;17000.0;53677.0
6748;Lot;1984;3.5;15000.0;52500.0
6749;Lot;1985;3.525;16000.0;56400.0
6750;Lot;1986;3.16562;16000.0;50650.0
6751;Lot;1987;3.76;15000.0;56400.0
6752;Lot;1988;2.95769;13000.0;38450.0
6753;Lot;1989;3.16154;13000.0;41100.0
6754;Lot;1990;3.86667;13500.0;52200.0
6755;Lot;1991;4.47407;13500.0;60400.0
6756;Lot;1992;4.13077;13000.0;53700.0
6757;Lot;1993;4.26;12500.0;53250.0
6758;Lot;1994;4.125;12000.0;49500.0
6759;Lot;1995;4.2008;12500.0;52510.0
6760;Lot;1996;4.72687;13400.0;63340.0
6761;Lot;1997;3.50156;12800.0;44820.0
6762;Lot;1998;4.69988;13000.0;61098.5
6763;Lot;1999;3.99449;12700.0;50730.0
6764;Lot;2000;4.53684;9500.0;43100.0
6765;Lot;2001;4.30055;10401.0;44730.0
6766;Lot;2002;4.40421;9504.0;41857.6
6767;Lot;2003;;8508.0;29628.2
6768;Lot;2004;4.4911;8632.0;38767.2
6769;Lot;2005;4.51525;8846.0;39941.9
6770;Lot;2006;4.28634;9010.0;38619.9
6771;Lot;2007;4.13217;8452.0;34925.1
6772;Lot;2008;4.67762;8621.0;40325.8
6773;Lot;2009;4.39191;9124.0;40071.8
6774;Lot;2010;4.54479;8150.0;37040.0
6775;Lot;2011;;7738.0;26120.4
6776;Lot;2012;5.06495;7366.0;37308.4
6777;Lot;2013;4.92626;7906.0;38947.0
6778;Lot;2014;4.7;8000.0;37600.0
6779;Lot;2015;4.7;8760.0;41472.0
6780;Lot;2016;4.64;9150.0;42456.0
6781;Lot;2017;4.48;8300.0;37184.0
6782;Lot;2018;4.57;7660.0;35006.2
6865;Lot_et_Garonne;1982;2.375;16000.0;38000.0
6866;Lot_et_Garonne;1983;4.22083;12000.0;50650.0
6867;Lot_et_Garonne;1984;4.72593;13500.0;63800.0
6868;Lot_et_Garonne;1985;3.745;16000.0;59920.0
6869;Lot_et_Garonne;1986;3.8608;12500.0;48260.0
6870;Lot_et_Garonne;1987;4.30769;13000.0;56000.0
6871;Lot_et_Garonne;1988;3.55789;11400.0;40560.0
6872;Lot_et_Garonne;1989;5.11811;12700.0;65000.0
6873;Lot_et_Garonne;1990;4.69232;16658.0;78164.6
6874;Lot_et_Garonne;1991;5.33337;15889.0;84741.9
6875;Lot_et_Garonne;1992;4.73148;17483.0;82720.5
6876;Lot_et_Garonne;1993;4.06021;17831.0;72397.6
6877;Lot_et_Garonne;1994;3.99418;10081.0;40265.3
6878;Lot_et_Garonne;1995;4.48867;8785.0;39433.0
6879;Lot_et_Garonne;1996;5.04144;8547.0;43089.2
6880;Lot_et_Garonne;1997;4.34876;10939.0;47571.1
6881;Lot_et_Garonne;1998;5.14188;9866.0;50729.8
6882;Lot_et_Garonne;1999;4.23;8000.0;33840.0
6883;Lot_et_Garonne;2000;4.72222;7200.0;34000.0
6884;Lot_et_Garonne;2001;4.31312;7330.0;31615.2
6885;Lot_et_Garonne;2002;5.6758;7511.0;42630.9
6886;Lot_et_Garonne;2003;4.65298;7316.0;34041.2
6887;Lot_et_Garonne;2004;5.56573;6519.0;36283.0
6888;Lot_et_Garonne;2005;5.62743;7927.0;44608.6
6889;Lot_et_Garonne;2006;6.03152;9136.0;55104.0
6890;Lot_et_Garonne;2007;4.60655;7281.0;33540.3
6891;Lot_et_Garonne;2008;5.3;6873.0;36426.9
6892;Lot_et_Garonne;2009;5.03775;7848.0;39536.3
6893;Lot_et_Garonne;2010;5.3806;5738.0;30873.9
6894;Lot_et_Garonne;2011;4.68545;5500.0;25770.0
6895;Lot_et_Garonne;2012;6.75294;5100.0;34440.0
6896;Lot_et_Garonne;2013;5.78448;5800.0;33550.0
6897;Lot_et_Garonne;2014;5.8;6300.0;36540.0
6898;Lot_et_Garonne;2015;6.2;7165.0;44256.2
6899;Lot_et_Garonne;2016;4.7;9555.0;44908.5
6900;Lot_et_Garonne;2017;5.29;8160.0;43166.4
6901;Lot_et_Garonne;2018;5.0;6415.0;32075.0
6984;Lozere;1982;1.36866;5615.0;7685.0
6985;Lozere;1983;1.81835;5216.0;9484.5
6986;Lozere;1984;2.18147;5009.0;10927.0
6987;Lozere;1985;2.578;5000.0;12890.0
6988;Lozere;1986;1.15065;4308.0;4957.0
6989;Lozere;1987;3.168;5000.0;15840.0
6990;Lozere;1988;3.0;4810.0;14430.0
6991;Lozere;1989;2.33333;4800.0;11200.0
6992;Lozere;1990;2.9875;4800.0;14340.0
6993;Lozere;1991;2.47083;4800.0;11860.0
6994;Lozere;1992;3.58085;4700.0;16830.0
6995;Lozere;1993;3.14286;5600.0;17600.0
6996;Lozere;1994;2.768;5000.0;13840.0
6997;Lozere;1995;3.35;5600.0;18760.0
6998;Lozere;1996;3.42857;5600.0;19200.0
6999;Lozere;1997;3.36897;5800.0;19540.0
7000;Lozere;1998;3.19643;5600.0;17900.0
7001;Lozere;1999;2.40909;5500.0;13250.0
7002;Lozere;2000;3.1;5000.0;15500.0
7003;Lozere;2001;3.38;5000.0;16900.0
7004;Lozere;2002;2.85714;4900.0;14000.0
7005;Lozere;2003;2.47872;4700.0;11650.0
7006;Lozere;2004;2.57143;3500.0;9000.0
7007;Lozere;2005;3.04651;4300.0;13100.0
7008;Lozere;2006;2.45714;3500.0;8600.0
7009;Lozere;2007;3.6793;3430.0;12620.0
7010;Lozere;2008;3.65919;3565.0;13045.0
7011;Lozere;2009;3.77238;3620.0;13656.0
7012;Lozere;2010;5.17013;3365.0;17397.5
7013;Lozere;2011;2.53088;3400.0;8605.0
7014;Lozere;2012;4.40345;2900.0;12770.0
7015;Lozere;2013;3.79899;2985.0;11340.0
7016;Lozere;2014;3.8;2800.0;10685.0
7017;Lozere;2015;2.8;3160.0;8930.0
7018;Lozere;2016;4.22;2965.0;12512.3
7019;Lozere;2017;3.86;3345.0;12911.7
7020;Lozere;2018;4.06;3100.0;12586.0
7103;Maine_et_Loire;1982;;16000.0;37647.0
7104;Maine_et_Loire;1983;3.2;10000.0;32000.0
7105;Maine_et_Loire;1984;4.61721;14000.0;64641.0
7106;Maine_et_Loire;1985;4.8;15000.0;72000.0
7107;Maine_et_Loire;1986;4.94633;14000.0;69248.6
7108;Maine_et_Loire;1987;5.14148;10000.0;51414.8
7109;Maine_et_Loire;1988;4.76124;10000.0;47612.4
7110;Maine_et_Loire;1989;4.74;9500.0;45030.0
7111;Maine_et_Loire;1990;4.18977;9999.0;41893.5
7112;Maine_et_Loire;1991;5.36984;11147.0;59857.6
7113;Maine_et_Loire;1992;6.27336;11224.0;70412.2
7114;Maine_et_Loire;1993;5.40102;9244.0;49927.0
7115;Maine_et_Loire;1994;5.3853;7729.0;41623.0
7116;Maine_et_Loire;1995;3.93394;7365.0;28973.5
7117;Maine_et_Loire;1996;5.38156;7945.0;42756.5
7118;Maine_et_Loire;1997;5.4;10456.0;56462.4
7119;Maine_et_Loire;1998;5.86745;10612.0;62265.4
7120;Maine_et_Loire;1999;5.29294;8500.0;44990.0
7121;Maine_et_Loire;2000;4.86634;10100.0;49150.0
7122;Maine_et_Loire;2001;;9400.0;33060.0
7123;Maine_et_Loire;2002;6.16667;9000.0;55500.0
7124;Maine_et_Loire;2003;4.77917;12000.0;57350.0
7125;Maine_et_Loire;2004;5.47778;9000.0;49300.0
7126;Maine_et_Loire;2005;5.85556;9000.0;52700.0
7127;Maine_et_Loire;2006;5.93243;11100.0;65850.0
7128;Maine_et_Loire;2007;4.63103;11600.0;53720.0
7129;Maine_et_Loire;2008;5.92864;11828.0;70124.0
7130;Maine_et_Loire;2009;6.69228;12950.0;86665.0
7131;Maine_et_Loire;2010;5.96251;10353.0;61729.9
7132;Maine_et_Loire;2011;5.55964;9960.0;55374.0
7133;Maine_et_Loire;2012;6.89806;10330.0;71257.0
7134;Maine_et_Loire;2013;6.20965;11040.0;68554.5
7135;Maine_et_Loire;2014;6.8;15052.0;102165.0
7136;Maine_et_Loire;2015;6.8;15349.0;103702.5
7137;Maine_et_Loire;2016;5.36;18825.0;100902.0
7138;Maine_et_Loire;2017;6.3;16527.0;104120.1
7139;Maine_et_Loire;2018;5.84;14492.0;84633.28
7222;Manche;1982;4.0;6300.0;25200.0
7223;Manche;1983;3.955;6000.0;23730.0
7224;Manche;1984;4.85484;6200.0;30100.0
7225;Manche;1985;4.65714;7000.0;32600.0
7226;Manche;1986;4.5;6000.0;27000.0
7227;Manche;1987;4.76667;7200.0;34320.0
7228;Manche;1988;4.78261;6900.0;33000.0
7229;Manche;1989;4.1338;7100.0;29350.0
7230;Manche;1990;4.68579;5343.0;25036.2
7231;Manche;1991;5.44082;4263.0;23194.2
7232;Manche;1992;5.50202;4360.0;23988.8
7233;Manche;1993;5.13761;4105.0;21089.9
7234;Manche;1994;5.27302;4341.0;22890.2
7235;Manche;1995;5.65163;3548.0;20052.0
7236;Manche;1996;6.17053;3420.0;21103.2
7237;Manche;1997;5.88321;3686.0;21685.5
7238;Manche;1998;6.28163;4060.0;25503.4
7239;Manche;1999;5.89946;3730.0;22005.0
7240;Manche;2000;5.4381;4200.0;22840.0
7241;Manche;2001;5.22537;3484.0;18205.2
7242;Manche;2002;5.94038;3455.0;20524.0
7243;Manche;2003;6.22075;4351.0;27066.5
7244;Manche;2004;5.95758;4597.0;27387.0
7245;Manche;2005;5.70063;5682.0;32391.0
7246;Manche;2006;5.95892;6198.0;36933.4
7247;Manche;2007;5.17267;5573.0;28827.3
7248;Manche;2008;5.9652;5635.0;33613.9
7249;Manche;2009;6.12016;6497.0;39762.7
7250;Manche;2010;5.47307;6919.0;37868.2
7251;Manche;2011;5.90333;6610.0;39021.0
7252;Manche;2012;5.95294;6800.0;40480.0
7253;Manche;2013;6.4975;8000.0;51980.0
7254;Manche;2014;6.5;8400.0;54720.0
